,business_id,day_of_week,opening_time_hours,closing_time_hours
139,CqhsIZ7TzCfJTrZqg5-gqQ,Friday,660,120
140,CqhsIZ7TzCfJTrZqg5-gqQ,Sunday,660,120
141,_yGo2ubkwQPXcKrdcURSNw,Saturday,0,0
142,_yGo2ubkwQPXcKrdcURSNw,Thursday,0,0
143,_yGo2ubkwQPXcKrdcURSNw,Monday,0,0
144,_yGo2ubkwQPXcKrdcURSNw,Tuesday,0,0
145,_yGo2ubkwQPXcKrdcURSNw,Wednesday,0,0
146,_yGo2ubkwQPXcKrdcURSNw,Friday,0,0
147,_yGo2ubkwQPXcKrdcURSNw,Sunday,0,0
148,ChmqODwuYP1ewjmWXtxtsg,Saturday,660,1290
149,ChmqODwuYP1ewjmWXtxtsg,Thursday,660,1260
150,ChmqODwuYP1ewjmWXtxtsg,Monday,660,1260
151,ChmqODwuYP1ewjmWXtxtsg,Tuesday,660,1260
152,ChmqODwuYP1ewjmWXtxtsg,Wednesday,660,1260
153,ChmqODwuYP1ewjmWXtxtsg,Friday,660,1290
154,ChmqODwuYP1ewjmWXtxtsg,Sunday,660,1290
155,IW9yHeqnFCEbO5s1UCrqeA,Saturday,540,1110
156,IW9yHeqnFCEbO5s1UCrqeA,Thursday,540,1110
157,IW9yHeqnFCEbO5s1UCrqeA,Tuesday,540,1110
158,IW9yHeqnFCEbO5s1UCrqeA,Wednesday,540,1110
159,IW9yHeqnFCEbO5s1UCrqeA,Friday,540,1110
160,IW9yHeqnFCEbO5s1UCrqeA,Sunday,600,1080
161,2Bd3gy5lmINZ-2QxXVRLdA,Saturday,450,1200
162,2Bd3gy5lmINZ-2QxXVRLdA,Thursday,390,1140
163,2Bd3gy5lmINZ-2QxXVRLdA,Monday,390,1140
164,2Bd3gy5lmINZ-2QxXVRLdA,Tuesday,390,1140
165,2Bd3gy5lmINZ-2QxXVRLdA,Wednesday,390,1140
166,2Bd3gy5lmINZ-2QxXVRLdA,Friday,390,1200
167,2Bd3gy5lmINZ-2QxXVRLdA,Sunday,480,900
168,-KF9RQPkmIOHfE0tzUu9bg,Saturday,240,1320
169,-KF9RQPkmIOHfE0tzUu9bg,Thursday,240,1320
170,-KF9RQPkmIOHfE0tzUu9bg,Monday,240,1320
171,-KF9RQPkmIOHfE0tzUu9bg,Tuesday,240,1320
172,-KF9RQPkmIOHfE0tzUu9bg,Wednesday,240,1320
173,-KF9RQPkmIOHfE0tzUu9bg,Friday,240,1320
174,-KF9RQPkmIOHfE0tzUu9bg,Sunday,240,1320
175,6w_k3NCXF_p8UTWDxpOF5w,Saturday,660,1260
176,6w_k3NCXF_p8UTWDxpOF5w,Thursday,660,1260
177,6w_k3NCXF_p8UTWDxpOF5w,Monday,660,1260
178,6w_k3NCXF_p8UTWDxpOF5w,Tuesday,660,1260
179,6w_k3NCXF_p8UTWDxpOF5w,Wednesday,660,1260
180,6w_k3NCXF_p8UTWDxpOF5w,Friday,660,1260
181,6w_k3NCXF_p8UTWDxpOF5w,Sunday,660,1260
182,Atbyj1_dXFUDysgvGKMdbw,Saturday,540,1080
183,Atbyj1_dXFUDysgvGKMdbw,Thursday,540,1140
184,Atbyj1_dXFUDysgvGKMdbw,Monday,540,1140
185,Atbyj1_dXFUDysgvGKMdbw,Tuesday,540,1140
186,Atbyj1_dXFUDysgvGKMdbw,Wednesday,540,1140
187,Atbyj1_dXFUDysgvGKMdbw,Friday,540,1140
188,Atbyj1_dXFUDysgvGKMdbw,Sunday,660,1020
189,1zM7busmXUfYrbNiIHIcuw,Saturday,600,0
190,1zM7busmXUfYrbNiIHIcuw,Thursday,600,1320
191,1zM7busmXUfYrbNiIHIcuw,Monday,600,1320
192,1zM7busmXUfYrbNiIHIcuw,Tuesday,600,1320
193,1zM7busmXUfYrbNiIHIcuw,Wednesday,600,1320
194,1zM7busmXUfYrbNiIHIcuw,Friday,600,0
195,1zM7busmXUfYrbNiIHIcuw,Sunday,600,1320
196,MwIM3O0p8V_y2ttXz0_xGw,Thursday,420,960
197,MwIM3O0p8V_y2ttXz0_xGw,Monday,420,960
198,MwIM3O0p8V_y2ttXz0_xGw,Tuesday,420,960
199,MwIM3O0p8V_y2ttXz0_xGw,Wednesday,420,960
200,6QolvUp7cFFIWKRnJnh3GQ,Saturday,480,1200
201,6QolvUp7cFFIWKRnJnh3GQ,Thursday,360,1200
202,6QolvUp7cFFIWKRnJnh3GQ,Monday,360,1200
203,6QolvUp7cFFIWKRnJnh3GQ,Tuesday,360,1200
204,6QolvUp7cFFIWKRnJnh3GQ,Wednesday,360,1200
205,6QolvUp7cFFIWKRnJnh3GQ,Friday,420,1200
206,AZqwEahCRmVpyMm-OzueGQ,Saturday,540,1080
207,AZqwEahCRmVpyMm-OzueGQ,Thursday,540,1140
208,AZqwEahCRmVpyMm-OzueGQ,Monday,540,1140
209,AZqwEahCRmVpyMm-OzueGQ,Tuesday,540,1140
210,AZqwEahCRmVpyMm-OzueGQ,Wednesday,540,1140
211,AZqwEahCRmVpyMm-OzueGQ,Friday,540,1140
212,AZqwEahCRmVpyMm-OzueGQ,Sunday,600,1020
213,9ggd0DySEZNw990JGaFSQQ,Saturday,600,1260
214,9ggd0DySEZNw990JGaFSQQ,Thursday,600,1260
215,9ggd0DySEZNw990JGaFSQQ,Monday,600,1260
216,9ggd0DySEZNw990JGaFSQQ,Tuesday,600,1260
217,9ggd0DySEZNw990JGaFSQQ,Wednesday,600,1260
218,9ggd0DySEZNw990JGaFSQQ,Friday,600,1260
219,9ggd0DySEZNw990JGaFSQQ,Sunday,660,1080
220,lK408BRA42pDIwk89dxSVQ,Saturday,0,0
221,lK408BRA42pDIwk89dxSVQ,Thursday,0,0
222,lK408BRA42pDIwk89dxSVQ,Monday,0,0
223,lK408BRA42pDIwk89dxSVQ,Tuesday,0,0
224,lK408BRA42pDIwk89dxSVQ,Wednesday,0,0
225,lK408BRA42pDIwk89dxSVQ,Friday,0,0
226,lK408BRA42pDIwk89dxSVQ,Sunday,0,0
227,sSJeLgg3bQTR3vHkkJd9rQ,Saturday,600,1260
228,sSJeLgg3bQTR3vHkkJd9rQ,Thursday,600,1260
229,sSJeLgg3bQTR3vHkkJd9rQ,Monday,600,1260
230,sSJeLgg3bQTR3vHkkJd9rQ,Tuesday,600,1260
231,sSJeLgg3bQTR3vHkkJd9rQ,Wednesday,600,1260
232,sSJeLgg3bQTR3vHkkJd9rQ,Friday,600,1260
233,sSJeLgg3bQTR3vHkkJd9rQ,Sunday,660,1080
234,9nJi8n5l7ufJZ9PbhNJT8w,Saturday,360,1260
235,9nJi8n5l7ufJZ9PbhNJT8w,Thursday,360,1260
236,9nJi8n5l7ufJZ9PbhNJT8w,Monday,360,1260
237,9nJi8n5l7ufJZ9PbhNJT8w,Tuesday,360,1260
238,9nJi8n5l7ufJZ9PbhNJT8w,Wednesday,360,1260
239,9nJi8n5l7ufJZ9PbhNJT8w,Friday,360,1260
240,9nJi8n5l7ufJZ9PbhNJT8w,Sunday,480,1200
241,EeQlS9VLlfWT25-MeYsJTg,Saturday,600,1320
242,EeQlS9VLlfWT25-MeYsJTg,Thursday,600,1260
243,EeQlS9VLlfWT25-MeYsJTg,Monday,600,1260
244,EeQlS9VLlfWT25-MeYsJTg,Tuesday,600,1260
245,EeQlS9VLlfWT25-MeYsJTg,Wednesday,600,1260
246,EeQlS9VLlfWT25-MeYsJTg,Friday,600,1320
247,EeQlS9VLlfWT25-MeYsJTg,Sunday,660,1260
248,rwMuRGUUsXBYv8Wgiw1Qpw,Saturday,540,1020
249,rwMuRGUUsXBYv8Wgiw1Qpw,Thursday,540,1020
250,rwMuRGUUsXBYv8Wgiw1Qpw,Monday,540,1020
251,rwMuRGUUsXBYv8Wgiw1Qpw,Tuesday,540,1020
252,rwMuRGUUsXBYv8Wgiw1Qpw,Wednesday,540,1020
253,rwMuRGUUsXBYv8Wgiw1Qpw,Friday,540,1020
254,yC3ydbHAJTZ22FZp4LynFg,Saturday,510,0
255,yC3ydbHAJTZ22FZp4LynFg,Thursday,630,1200
256,yC3ydbHAJTZ22FZp4LynFg,Monday,630,1200
257,yC3ydbHAJTZ22FZp4LynFg,Tuesday,630,1200
258,yC3ydbHAJTZ22FZp4LynFg,Wednesday,630,1200
259,yC3ydbHAJTZ22FZp4LynFg,Friday,630,0
260,yC3ydbHAJTZ22FZp4LynFg,Sunday,510,1200
261,xEqfRXaHgX-SpiTyB66anQ,Saturday,480,960
262,xEqfRXaHgX-SpiTyB66anQ,Thursday,450,1050
263,xEqfRXaHgX-SpiTyB66anQ,Monday,450,1050
264,xEqfRXaHgX-SpiTyB66anQ,Tuesday,450,1050
265,xEqfRXaHgX-SpiTyB66anQ,Wednesday,450,1050
266,xEqfRXaHgX-SpiTyB66anQ,Friday,450,1050
267,vSFo-dxhQN9gWMaGdiNNFQ,Thursday,540,1050
268,vSFo-dxhQN9gWMaGdiNNFQ,Wednesday,540,1050
269,vSFo-dxhQN9gWMaGdiNNFQ,Friday,540,1050
270,fHssE8P0JYd4sEcMTR9WdQ,Thursday,540,1080
271,fHssE8P0JYd4sEcMTR9WdQ,Saturday,480,840
272,fHssE8P0JYd4sEcMTR9WdQ,Tuesday,540,1080
273,fHssE8P0JYd4sEcMTR9WdQ,Wednesday,540,1080
274,fHssE8P0JYd4sEcMTR9WdQ,Friday,480,1020
275,IWwt0vm8lYbVoyGSPd2Z9A,Saturday,420,1350
276,IWwt0vm8lYbVoyGSPd2Z9A,Thursday,420,1320
277,IWwt0vm8lYbVoyGSPd2Z9A,Monday,420,1320
278,IWwt0vm8lYbVoyGSPd2Z9A,Tuesday,420,1320
279,IWwt0vm8lYbVoyGSPd2Z9A,Wednesday,420,1320
280,IWwt0vm8lYbVoyGSPd2Z9A,Friday,420,1350
281,IWwt0vm8lYbVoyGSPd2Z9A,Sunday,420,1320
282,oxsCvEkQNNIbOPDt_QK_0A,Saturday,660,870
283,oxsCvEkQNNIbOPDt_QK_0A,Thursday,660,870
284,oxsCvEkQNNIbOPDt_QK_0A,Monday,660,870
285,oxsCvEkQNNIbOPDt_QK_0A,Tuesday,1020,1320
286,oxsCvEkQNNIbOPDt_QK_0A,Wednesday,660,870
287,oxsCvEkQNNIbOPDt_QK_0A,Friday,660,870
288,oxsCvEkQNNIbOPDt_QK_0A,Sunday,660,870
289,pSiR8m18iick2D7TFdmb-Q,Saturday,660,1290
290,pSiR8m18iick2D7TFdmb-Q,Thursday,660,1290
291,pSiR8m18iick2D7TFdmb-Q,Monday,660,1290
292,pSiR8m18iick2D7TFdmb-Q,Tuesday,660,1290
293,pSiR8m18iick2D7TFdmb-Q,Wednesday,660,1290
294,pSiR8m18iick2D7TFdmb-Q,Friday,660,1290
295,pSiR8m18iick2D7TFdmb-Q,Sunday,630,1260
296,-NrEcXQ0qioMwkRsgoq8Kw,Thursday,480,1020
297,-NrEcXQ0qioMwkRsgoq8Kw,Monday,480,1020
298,-NrEcXQ0qioMwkRsgoq8Kw,Tuesday,480,1020
299,-NrEcXQ0qioMwkRsgoq8Kw,Wednesday,480,1020
300,-NrEcXQ0qioMwkRsgoq8Kw,Friday,480,1020
301,iZpgRNPogioU5sEaDyl5uw,Saturday,660,1350
302,iZpgRNPogioU5sEaDyl5uw,Thursday,660,1290
303,iZpgRNPogioU5sEaDyl5uw,Monday,660,1290
304,iZpgRNPogioU5sEaDyl5uw,Tuesday,660,1290
305,iZpgRNPogioU5sEaDyl5uw,Wednesday,660,1290
306,iZpgRNPogioU5sEaDyl5uw,Friday,660,1350
307,iZpgRNPogioU5sEaDyl5uw,Sunday,660,1290
308,lLC7pJSpnF9CDfL9Gbg-Sg,Saturday,0,0
309,lLC7pJSpnF9CDfL9Gbg-Sg,Thursday,0,0
310,lLC7pJSpnF9CDfL9Gbg-Sg,Monday,0,0
311,lLC7pJSpnF9CDfL9Gbg-Sg,Tuesday,0,0
312,lLC7pJSpnF9CDfL9Gbg-Sg,Wednesday,0,0
313,lLC7pJSpnF9CDfL9Gbg-Sg,Friday,0,0
314,lLC7pJSpnF9CDfL9Gbg-Sg,Sunday,0,0
315,-_K8AE722c1u9Dsa8jo_vg,Saturday,540,900
316,-_K8AE722c1u9Dsa8jo_vg,Thursday,570,840
317,-_K8AE722c1u9Dsa8jo_vg,Monday,540,1020
318,-_K8AE722c1u9Dsa8jo_vg,Tuesday,570,840
319,-_K8AE722c1u9Dsa8jo_vg,Wednesday,570,840
320,-_K8AE722c1u9Dsa8jo_vg,Friday,570,840
321,-_K8AE722c1u9Dsa8jo_vg,Sunday,540,1020
322,Cr2JNnewX53TYd9w6qw6Jw,Saturday,630,1320
323,Cr2JNnewX53TYd9w6qw6Jw,Thursday,630,1260
324,Cr2JNnewX53TYd9w6qw6Jw,Monday,630,1260
325,Cr2JNnewX53TYd9w6qw6Jw,Tuesday,630,1260
326,Cr2JNnewX53TYd9w6qw6Jw,Wednesday,630,1260
327,Cr2JNnewX53TYd9w6qw6Jw,Friday,630,1320
328,Cr2JNnewX53TYd9w6qw6Jw,Sunday,660,1260
329,NQ9k6FFG5IkylMdM8cQnmQ,Thursday,540,1050
330,NQ9k6FFG5IkylMdM8cQnmQ,Monday,540,1050
331,NQ9k6FFG5IkylMdM8cQnmQ,Tuesday,540,1050
332,NQ9k6FFG5IkylMdM8cQnmQ,Wednesday,540,870
333,NQ9k6FFG5IkylMdM8cQnmQ,Friday,540,1050
334,DDnmNTvIIQu2t3WZ2EQx-w,Saturday,660,1320
335,DDnmNTvIIQu2t3WZ2EQx-w,Thursday,660,1320
336,DDnmNTvIIQu2t3WZ2EQx-w,Monday,660,1260
337,DDnmNTvIIQu2t3WZ2EQx-w,Tuesday,660,1320
338,DDnmNTvIIQu2t3WZ2EQx-w,Wednesday,660,1320
339,DDnmNTvIIQu2t3WZ2EQx-w,Friday,660,1320
340,DDnmNTvIIQu2t3WZ2EQx-w,Sunday,600,1260
341,FCcFT610nQBVcRdY-devQA,Saturday,660,0
342,FCcFT610nQBVcRdY-devQA,Thursday,660,1320
343,FCcFT610nQBVcRdY-devQA,Monday,660,1320
344,FCcFT610nQBVcRdY-devQA,Tuesday,660,1320
345,FCcFT610nQBVcRdY-devQA,Wednesday,660,1320
346,FCcFT610nQBVcRdY-devQA,Friday,660,0
347,FCcFT610nQBVcRdY-devQA,Sunday,600,1320
348,X_J65cnN3jJWGYacyNwKGg,Thursday,630,900
349,X_J65cnN3jJWGYacyNwKGg,Monday,630,900
350,X_J65cnN3jJWGYacyNwKGg,Tuesday,630,900
351,X_J65cnN3jJWGYacyNwKGg,Wednesday,630,900
352,X_J65cnN3jJWGYacyNwKGg,Friday,630,900
353,vfzUNcV9B3RhDyuZp0I1pQ,Saturday,660,1380
354,vfzUNcV9B3RhDyuZp0I1pQ,Thursday,660,1320
355,vfzUNcV9B3RhDyuZp0I1pQ,Monday,660,1320
356,vfzUNcV9B3RhDyuZp0I1pQ,Tuesday,660,1320
357,vfzUNcV9B3RhDyuZp0I1pQ,Wednesday,660,1320
358,vfzUNcV9B3RhDyuZp0I1pQ,Friday,660,1380
359,vfzUNcV9B3RhDyuZp0I1pQ,Sunday,660,1320
360,X4lwZ6Msx9GvpDBElqsv8A,Saturday,360,1260
361,X4lwZ6Msx9GvpDBElqsv8A,Thursday,360,1260
362,X4lwZ6Msx9GvpDBElqsv8A,Monday,360,1260
363,X4lwZ6Msx9GvpDBElqsv8A,Tuesday,360,1260
364,X4lwZ6Msx9GvpDBElqsv8A,Wednesday,360,1260
365,X4lwZ6Msx9GvpDBElqsv8A,Friday,360,1260
366,X4lwZ6Msx9GvpDBElqsv8A,Sunday,480,1200
367,r_0k2yqAo1Z4tg_IgXr7Jg,Saturday,540,1380
368,r_0k2yqAo1Z4tg_IgXr7Jg,Thursday,540,1320
369,r_0k2yqAo1Z4tg_IgXr7Jg,Monday,540,1320
370,r_0k2yqAo1Z4tg_IgXr7Jg,Tuesday,540,1320
371,r_0k2yqAo1Z4tg_IgXr7Jg,Wednesday,540,1320
372,r_0k2yqAo1Z4tg_IgXr7Jg,Friday,540,1380
373,r_0k2yqAo1Z4tg_IgXr7Jg,Sunday,540,1320
374,qjmCVYkwP-HDa35jwYucbQ,Saturday,600,1320
375,qjmCVYkwP-HDa35jwYucbQ,Thursday,660,1260
376,qjmCVYkwP-HDa35jwYucbQ,Monday,660,1260
377,qjmCVYkwP-HDa35jwYucbQ,Tuesday,660,1260
378,qjmCVYkwP-HDa35jwYucbQ,Wednesday,660,1260
379,qjmCVYkwP-HDa35jwYucbQ,Friday,660,1320
380,qjmCVYkwP-HDa35jwYucbQ,Sunday,600,1260
381,GcBgWPwxAlo2l4M7BrBMyA,Saturday,450,1020
382,GcBgWPwxAlo2l4M7BrBMyA,Thursday,420,1080
383,GcBgWPwxAlo2l4M7BrBMyA,Monday,420,1080
384,GcBgWPwxAlo2l4M7BrBMyA,Tuesday,420,1080
385,GcBgWPwxAlo2l4M7BrBMyA,Wednesday,420,1080
386,GcBgWPwxAlo2l4M7BrBMyA,Friday,420,1080
387,07UqHgBkJ4Kach2sVT2FdQ,Saturday,360,1020
388,07UqHgBkJ4Kach2sVT2FdQ,Thursday,420,1020
389,07UqHgBkJ4Kach2sVT2FdQ,Monday,420,1020
390,07UqHgBkJ4Kach2sVT2FdQ,Tuesday,420,1020
391,07UqHgBkJ4Kach2sVT2FdQ,Wednesday,420,1020
392,07UqHgBkJ4Kach2sVT2FdQ,Friday,420,960
393,07UqHgBkJ4Kach2sVT2FdQ,Sunday,360,1020
394,Jje3kP5CNasYDSpH0NPRGQ,Saturday,660,1320
395,Jje3kP5CNasYDSpH0NPRGQ,Thursday,660,1260
396,Jje3kP5CNasYDSpH0NPRGQ,Monday,660,1260
397,Jje3kP5CNasYDSpH0NPRGQ,Tuesday,660,1260
398,Jje3kP5CNasYDSpH0NPRGQ,Wednesday,660,1260
399,Jje3kP5CNasYDSpH0NPRGQ,Friday,660,1320
400,Jje3kP5CNasYDSpH0NPRGQ,Sunday,660,1260
401,k8B-ZZZezlXYLE7YC7FvQg,Saturday,600,960
402,k8B-ZZZezlXYLE7YC7FvQg,Thursday,480,1020
403,k8B-ZZZezlXYLE7YC7FvQg,Monday,480,1020
404,k8B-ZZZezlXYLE7YC7FvQg,Tuesday,480,1020
405,k8B-ZZZezlXYLE7YC7FvQg,Wednesday,480,1020
