"business_id","full_address","active","city","review_count","business_name","neighborhoods","latitude","longitude","state","stars"
"-5EWgRkudDlcCbQSIL_twA","408 E Roosevelt St
Phoenix, AZ 85004","true","Phoenix","12","Phoenix Food Truck Festival","","33.459023","-112.068175","AZ","2"
"-5IgAihccTd8_iENVgpd9A","8473 W Paradise Ln
Peoria, AZ 85382","true","Peoria","4","Comfort Suites","","33.636836","-112.236722","AZ","3.5"
"-5rFC4EVrT-v8g1PSEf6Xg","3145 N Dysart Rd
Ste C102
Avondale, AZ 85392","true","Avondale","59","Eest Asian Bistro","","33.482389","-112.340851","AZ","4"
"-5XAZC1hC6G0NDkmPyhmUg","714 S Val Vista Drive
Gilbert, AZ 85296","true","Gilbert","6","Fry's Food & Drug Stores & Fry's Marketplace","","33.337382","-111.757057","AZ","3.5"
"-6m6SqygK0Ak-PSN5pRqjA","900 S Gilbert Rd
Gilbert, AZ 85296","true","Gilbert","3","Bank of America","","33.333858","-111.790644","AZ","2.5"
"-6O53B-ksqSKzWM6Y9moEQ","75 W Baseline Rd
Ste 12
Gilbert, AZ 85233","true","Gilbert","10","Mesquite Grill and Sports Bar","","33.37833","-111.832387","AZ","3.5"
"-6Roo-EHgSdUa4rP3tWyRw","2800 W Chandler Blvd
Chandler, AZ 85224","true","Chandler","61","Mimis Cafe","","33.306411","-111.89307","AZ","3.5"
"-73hx2hut_2KPcGpCTO5YA","6204 N Scottsdale Rd
Ste 103
Scottsdale, AZ 85253","true","Scottsdale","22","U-Swirl","","33.528911","-111.925864","AZ","3"
"-7beeoZO7ehfJgpu09CZAA","2501 W Happy Valley Rd
Phoenix, AZ 85085","true","Phoenix","3","Styles For Less No 216","","33.711091","-112.112277","AZ","3"
"-7DxAxnXkAlTXUrtByoXAg","5833 E McKellips Rd
Mesa, AZ 85215","true","Mesa","3","Kohl's Department Stores","","33.450197","-111.703159","AZ","5"
"-7smFzvh2E2fOOYs-0Dl8w","3440 E Baseline Rd
Mesa, AZ 85234","true","Mesa","14","Chipotle","","33.379624","-111.755987","AZ","4"
"-89RyOPC5YszPxL5u8eYaw","3841 E Superior Ave
Phoenix, AZ 85040","true","Phoenix","3","Arizona Foundation Solutions","","33.415789","-111.997677","AZ","5"
"-8ESeBPSgUI736sd9ajn6Q","7585 E Redfield Rd
Ste 112
Scottsdale, AZ 85260","true","Scottsdale","3","SuperSlow of Scottsdale","","33.613583","-111.917961","AZ","3.5"
"-8IvK1VBMRqYY6CQzD6arg","701 E Thunderbird Trl
Phoenix, AZ 85042","true","Phoenix","15","Vistal Golf Club","","33.358207","-112.064195","AZ","3"
"-8PVP-Pnv232xPOUgPrxmg","2727 W Agua Fria Fwy
Phoenix, AZ 85027","true","Phoenix","8","Target Stores","","33.666611","-112.118879","AZ","3"
"-8vrk9UzM2oIey95PZOHuA","9251 W Union Hills Dr
Peoria, AZ 85382","true","Peoria","6","KFC","","33.652158","-112.257284","AZ","1.5"
"-8wyZkzfBmCFkMwCGcR4PQ","4700 N 16th St
Phoenix, AZ 85016","false","Phoenix","32","Pugzie's","","33.505884","-112.047907","AZ","3.5"
"-8Z6AiHwXInpnl6Q1Ey_5w","4727 E Bell Rd
Phoenix, AZ 85032","true","Phoenix","4","Palo Verde Bike Shop","","33.638405","-111.979837","AZ","2"
"-92fePI5W6MwOaxMxphFjA","Arrowhead Mall
7700 W Arrowhead Towne Center Rd
Glendale, AZ 85308","true","Glendale","7","My Big Fat Greek Express","","33.664516","-112.202635","AZ","3.5"
"-98noPZy1sH6NndWmdtuDw","21001 North Tatum Blvd
Phoenix, AZ 85073","true","Phoenix","6","Port of Subs","","33.4499","-112.0739","AZ","2.5"
"-9E9RphlavSPtYl4JECSkg","10953 N Frank Lloyd Wright B
Scottsdale, AZ 85259","true","Scottsdale","3","Park Discount Cleaners","","33.586435","-111.834973","AZ","4.5"
"-9KmkVrh7p4jyPMfICzh5w","2015 W Apache Trl
Ste W
Apache Junction, AZ 85120","true","Apache Junction","4","Bad Moon's Gaming","","33.4148","-111.567822","AZ","4.5"
"-9meXYVIw8yFg_yMG5RvCw","7171 W. Chandler Blvd.
Chandler, AZ 85226","true","Chandler","5","Super 8 Motel - Chandler / Phoenix","","33.305197","-111.966015","AZ","3.5"
"-9pVS__IliMA2aNEYzrQrg","4363 N 75th St
Scottsdale, AZ 85251","true","Scottsdale","132","American Junkie","","33.500169","-111.919817","AZ","3"
"-A5CFmkgdMEggaihtyxX4Q","901 N 4th St
Phoenix, AZ 85004","false","Phoenix","12","nextDOOR","","33.457863","-112.068359","AZ","3.5"
"-A82xEVAjOYZtDdRQw1FQw","4727 E Bell Rd
Ste 47
Phoenix, AZ 85032","true","Phoenix","8","Best Home Appliances","","33.638405","-111.979837","AZ","4.5"
"-AAig9FG0s8gYE4f8GfowQ","4404 N Central Ave
Phoenix, AZ 85012","true","Phoenix","343","Pane Bianco","","33.500621","-112.074311","AZ","4"
"-aBTFWuluGAJId7C4KNqeQ","3505 E Union Hills Dr
Phoenix, AZ 85050","true","Phoenix","9","Paradise Valley Park Golf Course","","33.654307","-112.007407","AZ","2.5"
"-AcBphGFzYILy1XhnAwQTw","510 S 52nd St
Ste 105
Tempe, AZ 85281","true","Tempe","5","Affordable Party & Event Rentals","","33.424281","-111.924088","AZ","5"
"-aDuOZelvBHWKh-NrXooow","2737 W Thunderbird Rd
Phoenix, AZ 85053","true","Phoenix","16","Port of Subs","","33.609811","-112.119194","AZ","3.5"
"-AEvCwVegPstHNAkhds-UA","1854 S Val Vista Dr
Mesa, AZ 85204","true","Mesa","5","Hottie World","","33.38143","-111.756867","AZ","4.5"
"-Al9ySAoa5iDhrYWddkL4g","1221 N Central Ave
Phoenix, AZ 85004","true","Phoenix","9","Phoenix Public Library","","33.462917","-112.073078","AZ","4.5"
"-AW_tud7yzJyyK9jDFQN0g","4510 E Cactus Rd
Phoenix, AZ 85032","true","Phoenix","13","JCPenney","","33.6016","-111.986662","AZ","3.5"
"-Bb1Xwd677TBSIPjw4x7oA","857 N Dobson Rd
Mesa, AZ 85201","true","Mesa","30","Walmart","","33.432086","-111.864778","AZ","2.5"
"-bd26a1QEEpqUZjBmtBUiQ","849 W University Dr
Tempe, AZ 85281","true","Tempe","225","Caf? Lalibela","","33.421336","-111.951615","AZ","4"
"-bDVHwEw-CULe4ki6UM5Mg","5435 E Tapekim Rd
Cave Creek, AZ 85331","true","Cave Creek","3","Wise Mechanical","","33.789606","-111.963752","AZ","5"
"-bLYfQ30phOC_znU8vyCpg","University Dr
Mesa, AZ 85203","true","Mesa","3","Elite Mobile Auto Detailing","","33.422405","-111.805279","AZ","2.5"
"-BQHw828VNrNZ7LtFnFJCA","18625 N Reems Rd
Surprise, AZ 85374","true","Surprise","10","Fletcher's Tire & Auto Service","","33.653328","-112.375846","AZ","5"
"-Bt99QgCCzmoZbchuDG_ew","2651 W Guadalupe Rd
Ste 202
Mesa, AZ 85202","true","Mesa","4","Valley Movie Group","","33.363319","-111.890878","AZ","5"
"-b_VjHZmA7-8LVWp6z36VA","2707 E Broadway Rd
Phoenix, AZ 85040","true","Phoenix","23","Mim's Burger & Mexican Food","","33.406834","-112.023595","AZ","3.5"
"-c-qfgM7OWavhLe1wwSR9Q","6442 S McClintock Dr
Tempe, AZ 85283","true","Tempe","4","Backstage Salon & Spa","","33.362297","-111.911237","AZ","5"
"-C4uFGbo6N1UOhf_tqX5tQ","5036 W Cactus Rd
Glendale, AZ 85304","true","Glendale","3","Arizona Hair Company","","33.596329","-112.166905","AZ","4.5"
"-cKWUXE-16M1R15UOt6sqQ","7014 E Camelback Rd
Scottsdale, AZ 85251","true","Scottsdale","14","Banana Republic","","33.502594","-111.929676","AZ","3.5"
"-cnpSvl4FAUIWeXuSdJwww","2900 S Country Club Dr
Mesa, AZ 85210","true","Mesa","4","Treeland Nurseries","","33.361016","-111.841991","AZ","4"
"-cy8EpdXs44iT3FR4En0QA","20851 Rittenhouse Rd.
Ste 101
Queen Creek, AZ 85142","true","Queen Creek","39","Firehouse Subs","","33.254731","-111.633504","AZ","4"
"-CYr479M7Y49UqIPwFcjEg","23425 N 39th Dr
Ste 106
Glendale, AZ 85310","true","Glendale","8","Starbucks Corporation","","33.713276","-112.14196","AZ","5"
"-CZ78c-H3tTxpP-uQ09CWw","2817 S 46th St
Phoenix, AZ 85040","false","Phoenix","3","American Dream Plumbing, Heating & Air Conditioning","","33.421231","-111.982371","AZ","4.5"
"-d1I0dwtCg1IIjnI3DZ38Q","4044 S 16th St
Phoenix, AZ 85040","true","Phoenix","8","Susie's Mexican Cafe & Lounge","","33.408843","-112.047101","AZ","3.5"
"-DGbZCnfEiHUy-ksKeJ72Q","1400 S McClintock
Tempe, AZ 85281","true","Tempe","16","Starters Sports Bar and Grill","","33.412825","-111.909119","AZ","3.5"
"-DgcMdW6wc3UAu2c0tJFfg","201 W Guadalupe
Ste 200
Gilbert, AZ 85233","true","Gilbert","3","East Valley Family Medical","","33.363146","-111.793796","AZ","3.5"
"-dlVtdzpjjc4o-OJ4S6xtg","2717 E Lehi Rd
Mesa, AZ 85213","true","Mesa","4","Orange Patch","","33.475226","-111.77254","AZ","5"
"-dz2h55a0SdnBJEXQm9CAQ","700 W Ray Rd
Gilbert, AZ 85233","true","Gilbert","15","Prestige Animal Clinic","","33.321564","-111.804857","AZ","4.5"
"-E6NMzhMX4YScGCNwbycPg","3501 N Scottsdale Rd Ste 226
Scottsdale, AZ 85251","true","Scottsdale","3","Southwest Jaw Surgeons of Arizona","","33.488869","-111.92575","AZ","5"
"-E6XYf1ce1NCtV3QQI-3xA","1434 S Alma School Rd
Mesa, AZ 85210","true","Mesa","30","LongHorn Steakhouse","","33.388376","-111.857698","AZ","3.5"
"-EctXOb3B7T177jGYUhjVA","530 W Broadway
Tempe, AZ 85282","true","Tempe","181","Boulders On Broadway","","33.407561","-111.947525","AZ","4"
"-eE4PAWu5FBRnAvbIMzWqg","6316 N Scottsdale Road
Paradise Valley, AZ 85253","false","Paradise Valley","4","Quilted Bear","","33.529798","-111.925816","AZ","2"
"-eim7j3MfRWxhatv-udhYw","7120 N 12th St
Phoenix, AZ 85020","true","Phoenix","5","The Urban Farm Nursery","","33.540306","-112.056652","AZ","4.5"
"-EOZn5fbMKUo_3QEDFfedQ","2626 E Pecos Road
Chandler, AZ 85225","true","Chandler","7","Chandler-Gilbert Community College","","33.292754","-111.796167","AZ","3"
"-ev01HlCKf7CYsh8ZXG_7w","2442 E Camelback Rd
Ste 8
Phoenix, AZ 85016","false","Phoenix","8","Three Dog Bakery","","33.509445","-112.029069","AZ","3.5"
"-f5EhKQb7jPtDl1eYDwV0w","3329 E Bell Rd
Phoenix, AZ 85032","true","Phoenix","3","Domino's Pizza","","33.639969","-112.010011","AZ","4"
"-F9-dpfu6eVuS7HGs1ptsQ","5000 S Arizona Mills Cir
Tempe, AZ 85282","true","Tempe","12","Neiman Marcus Last Call","","33.383123","-111.964485","AZ","3.5"
"-fgp41smAIXPBzmWzpY1aQ","5960 W Bell Rd
Glendale, AZ 85308","true","Glendale","5","Stein Mart","","33.638757","-112.1879","AZ","4"
"-fIGHIUdHX-T_ZGh2IQz4Q","7014 East Camelback Rd., Space 1056
Scottsdale Fashion Square
Phoenix, AZ 85251","true","Phoenix","8","Gucci","","33.502509","-111.929023","AZ","2"
"-fpBB1Oa7fVi7liNUd8qow","3825 West Ray Rd.
Chandler, AZ 85226","true","Chandler","13","AMF McRay Plaza Lanes","","33.319492","-111.908132","AZ","4"
"-fsCfTYEnJ4s6yStgBnQig","14202 N Scottsdale Rd
Scottsdale, AZ 85254","false","Scottsdale","46","Farrelli's Cinema Supper Club","","33.615158","-111.926433","AZ","4"
"-ftQeUsqwDkExRg6IYrubQ","717 W Union Hills
Ste 1
Phoenix, AZ 85027","true","Phoenix","135","Chicago Gyros","","33.654353","-112.08358","AZ","4.5"
"-Fv9yPpyBd2Ophih6b2mTw","4515 N 16th St
Phoenix, AZ 85016","true","Phoenix","7","Celebrity Tanning","","33.502638","-112.047094","AZ","4"
"-g5leVOzKA33Ruabe2Zo9w","1605 S Gilbert Rd
Gilbert, AZ 85295","true","Gilbert","14","B&G Caf?","","33.334868","-111.789581","AZ","3.5"
"-gefwOTDqW9HWGDvWBPSMQ","18 W Monroe St
Phoenix, AZ 85003","true","Phoenix","156","Seamus McCaffrey's","","33.450457","-112.074344","AZ","3.5"
"-gIVoMNqvKWcBpQkpg-10w","1028 W Grand Ave
Phoenix, AZ 85007","true","Phoenix","4","Red House Pub","","33.455169","-112.086806","AZ","5"
"-GPiLRLH0MWH6Pjs0WDglg","7606 W. Bell Rd
Glendale, AZ 85308","true","Glendale","20","Black Angus Steakhouse","","33.638337","-112.222939","AZ","3"
"-Gse8l_ec33gkWgotCLsew","1721 E Warner Rd
Tempe, AZ 85284","false","Tempe","5","The Magic Wok","","33.334634","-111.913015","AZ","3.5"
"-GYx5GAx_-4XEsn7mFwdkA","1636 South Stapley
Mesa, AZ 85206","true","Mesa","23","Red Robin Gourmet Burgers","","33.383884","-111.805901","AZ","3"
"-h-q6zTIdPlkz9BDP11sBg","2502 E Camelback Rd
Phoenix, AZ 85016","true","Phoenix","208","Seasons 52","","33.510234","-112.027494","AZ","4"
"-H0JvSyF8r8vGDEBjRNArg","1468 N Litchfield Rd.
Suite M-5
Goodyear, AZ 85395","true","Goodyear","11","European Wax Center","","33.462861","-112.358229","AZ","3.5"
"-h1WpfgqAmJcJDqyXXJ2og","6455 East Southern Ave.
Mesa, AZ 85206","true","Mesa","22","Fuddruckers","","33.393738","-111.691646","AZ","4.5"
"-h9LochyBgKpsLwNXfTiOw","5010 W Olive Ave
Glendale, AZ 85302","false","Glendale","9","Phoenix BBQ & Deli","","33.567498","-112.167096","AZ","3"
"-HnNSLlmNbesJ7NF5CmgFg","10402 N Black Canyon Hwy
Phoenix, AZ 85051","false","Phoenix","3","Buffalo Wild Wings","","33.580605","-112.118111","AZ","2"
"-hQ8iZygzi0iiTFUkHgiEA","1628 E Southern Ave
Ste 2
Tempe, AZ 85282","true","Tempe","58","Back East Bagels","","33.392998","-111.912764","AZ","3.5"
"-HSVYFf0h868QQnLMHZWNw","8408 West Paradise Ln
Peoria, AZ 85382","true","Peoria","6","Hampton Inn","","33.635686","-112.235956","AZ","3.5"
"-hWSt4JO2zT7zd7QzLZY9Q","16572 W Greenway Rd
Bldg C
Ste 101
Surprise, AZ 85388","false","Surprise","5","Over Coffee","","33.623982","-112.415966","AZ","4.5"
"-hyRIQfgdwhPdNw8PTWMYw","7400 S Power Rd Ste 112
Gilbert, AZ 85297","true","Gilbert","3","Restore Physical Therapy & Sports Medicine","","33.281514","-111.686832","AZ","3.5"
"-hzkQ8YIkExQse3vX0HOcg","4306 N 7th Ave
Phoenix, AZ 85013","false","Phoenix","7","Lil' Mama's Soul Food Cafe","","33.498858","-112.083502","AZ","3"
"-I3Cu9rLQXtL5us5wdy8tA","6030 S Kings Ranch Rd
Gold Canyon, AZ 85118","false","Gold Canyon","3","Open Range Deli and BBQ","","33.360621","-111.442431","AZ","2.5"
"-IEBe1UpCz8-dTAp8_fClw","8787 N Scottsdale Rd
Ste 102
Paradise Valley, AZ 85253","false","Paradise Valley","20","Garduno's Margarita Factory & Blue Agave","","33.546","-111.96828","AZ","2.5"
"-iGegnCdHR1IWw4D_240_Q","14071 W Bell Rd
Surprise, AZ 85374","true","Surprise","4","Cold Stone Creamery","","33.638145","-112.365227","AZ","4.5"
"-IGtjjf8lF9PpeF9S-9Lnw","5421 W Thunderbird Rd
Glendale, AZ 85306","true","Glendale","3","Walgreens","","33.610613","-112.176455","AZ","1.5"
"-ijqzP5H4UCk2CEa6RRKQA","21001 N Tatum Boulevard
Phoenix, AZ 85050","true","Phoenix","5","Sports Authority","","33.674646","-111.974853","AZ","4.5"
"-iJZ-PEnOw2oVUBFfg5wJw","221 N Litchfield Road
Goodyear, AZ 85338","true","Goodyear","4","Doggie Door","","33.448357","-112.357061","AZ","3"
"-IptYYZVDxgJgDB_eHJo1A","4055 S Arizona Ave Ste 5
Chandler, AZ 85248","true","Chandler","5","Signature Nail and Spa","","33.258734","-111.841214","AZ","2.5"
"-IpX9jcMdSaf4HEsYWtDhA","1727 E Cortez Dr
Gilbert, AZ 85234","true","Gilbert","4","Aspen Plumbing & Rooter","","33.365809","-111.753245","AZ","4.5"
"-iyXLstr5tP_oPdxDQjKHg","830 E Greenway Pkwy Ste 103
Phoenix, AZ 85022","true","Phoenix","3","Brown Eyed Girlz Boutique","","33.637685","-112.06238","AZ","1"
"-J0jhpG0rv4saq9OMh8gXw","891 N Val Vista Dr
Ste D101
Gilbert, AZ 85234","false","Gilbert","5","Seattle Espresso","","33.366715","-111.756112","AZ","4.5"
"-j3BF7gOIi-1tAHoFA3WIw","Charlie's Phoenix
727 W Camelback Rd
Phoenix, AZ 85013","true","Phoenix","18","La Parilla Villa Catering","","33.508834","-112.083991","AZ","5"
"-JaNk2DOQdpjTl5Bu-iehg","21001 N Tatum Blvd
Phoenix, AZ 85050","true","Phoenix","9","PetSmart","","33.678626","-111.974615","AZ","3.5"
"-jBymA8tI-WURtSBcuUdXQ","408 W Juanita Ave
Mesa, AZ 85210","true","Mesa","15","Schlotzsky's","","33.382674","-111.840739","AZ","4"
"-jcfE58jX6-7ZiGazhWjgw","Scottsdale, AZ 85271","true","Scottsdale","3","Crown Sedan","","33.47","-111.92","AZ","5"
"-JL0CWSLkkzFHZXlctnf8A","1410 East Southern Ave
Tempe, AZ 85282","true","Tempe","72","Sweet Tomatoes","","33.393496","-111.914905","AZ","3.5"
"-JpZiiGPKOuCEiODGNyovw","3200 E Sky Harbor Blvd
Ste  3300
Phoenix, AZ 85034","true","Phoenix","8","Wendy's Old Fashioned Hamburgers","","33.434933","-112.010747","AZ","3.5"
"-KcEUiwXi4uHoa6VV6KMuA","7221 East Princess Blvd
Suite 118
Scottsdale, AZ 85255","true","Scottsdale","5","Ideal Image","","33.646602","-111.925097","AZ","2"
"-KEU36ohRQb19mrbA65Y3Q","2957 W Bell Rd
Phoenix, AZ 85053","false","Phoenix","26","The Good Egg","","33.714327","-112.139833","AZ","3.5"
"-KF9RQPkmIOHfE0tzUu9bg","2910 N Hayden Rd
Scottsdale, AZ 85251","true","Scottsdale","32","Dunkin Donuts","","33.480996","-111.909292","AZ","3.5"
"-KR8uHx8mq-ogiFX7TITIw","8233 N 7th St
Phoenix, AZ 85020","true","Phoenix","6","QuikTrip","","33.558759","-112.065221","AZ","4.5"
"-KSjEAnm5w8TBdRVLVwi9Q","1528 E Southern Ave
Tempe, AZ 85282","true","Tempe","47","Los Reyes de la Torta","","33.393008","-111.914","AZ","4"
"-kVXDEqGHOWKxQ3EhvFgVA","14747 N Northsight Blvd
Ste 116
Scottsdale, AZ 85260","false","Scottsdale","13","Kokopelli Mexican Grill","","33.61949","-111.896436","AZ","4"
"-KySU-TyscoMMRNgzx4LaQ","7014 Camelback Rd
Scottsdale, AZ 85251","true","Scottsdale","6","Zara","","33.502509","-111.929023","AZ","3"
"-KZC-59mP5Kcr52Zk7W89w","715 W Baseline Road
Tempe, AZ 85283","true","Tempe","3","Chavez Barber Shop","","33.377289","-111.950013","AZ","5"
"-KzyOiFK4SM9I1vmuTSsuA","4816 E Ray Rd
Phoenix, AZ 85044","true","Phoenix","12","Fresh & Easy Neighborhood Market","","33.319947","-111.97966","AZ","4"
"-L39pGMPP1kM3DI0Z0oZSw","120 E Taylor St
Phoenix, AZ 85004","true","Phoenix","9","Starbucks","","33.453507","-112.072278","AZ","2.5"
"-lDo_9oU_xna4_idQP1r4A","4415 N Civic Center Plz
Scottsdale, AZ 85251","true","Scottsdale","94","Hotel Indigo Scottsdale","","33.501019","-111.920829","AZ","3.5"
"-lOSaCuBRAvX5JBifx-EMw","455 N 3rd St
Phoenix, AZ 85004","true","Phoenix","80","Mi Amigo's Mexican Grill","","33.452796","-112.069318","AZ","3"
"-Lsdg-qZl_Lj3dj6VQI_Dg","21001 N Tatum Blvd
Phoenix, AZ 85050","true","Phoenix","3","Cold Stone Creamery","","33.678615","-111.974607","AZ","4"
"-luJmoJUWtS4iQh7Bbbblw","5066 W Olive Ave
Glendale, AZ 85302","true","Glendale","7","HoneyBaked Ham","","33.567784","-112.167253","AZ","4"
"-LunygEblxqpInmp6N801A","Phoenix, AZ 85018","true","Phoenix","4","Carpet World","","33.49393","-112.024598","AZ","4"
"-L_rzBx627AcIFqZsPnsQQ","7140 E Shea Blvd
Scottsdale, AZ 85254","true","Scottsdale","3","Circle K Stores","","33.582455","-111.926613","AZ","4"
"-M1rR1Ip7NOlMn5EbUkuog","11425 E Via Linda
Scottsdale, AZ 85259","true","Scottsdale","7","McDonald's","","33.588985","-111.835492","AZ","2.5"
"-MaIpPCz4153Uh1pnzI3AA","5350 E Marriott Dr
Phoenix, AZ 85054","true","Phoenix","5","Stonegrill","","33.683441","-111.966036","AZ","3.5"
"-Mf4I8Jr_Vly37Z3Mgf0zQ","409 N Scottsdale Rd
Scottsdale, AZ 85257","false","Scottsdale","10","JJ's Sports Cantina","","33.452268","-111.926128","AZ","3.5"
"-MFnc3jvLEduvqkOlaylHQ","3893 S Arizona Ave
Chandler, AZ 85286","true","Chandler","9","Wendy's","","33.24919","-111.840842","AZ","2.5"
"-Mi86BZenY9IROFUdVy8bA","2902 N 44th St
Phoenix, AZ 85018","true","Phoenix","4","Bank of America","","33.480834","-111.987537","AZ","2.5"
"-mLcpJYfX8tw8LR9bq018w","20928 N John Wayne Pkwy
Ste C1
Maricopa, AZ 85139","true","Maricopa","26","Great Wall","","33.069076","-112.045814","AZ","2.5"
"-mQ8to8Y4MSMS5tIjgsV3g","23610 N 20th Dr
Ste 12
Phoenix, AZ 85085","true","Phoenix","6","Safelite AutoGlass","","33.700398","-112.102149","AZ","4.5"
"-mz0Zr0Dw6ZASg7_ah1R8A","27 W Madison St
Phoenix, AZ 85003","true","Phoenix","58","Sing High Chop Suey House","","33.446088","-112.074128","AZ","2.5"
"-N6XWiSuFKv-AXT7C3n6Yw","2310 E Highland Ave
Phoenix, AZ 85016","true","Phoenix","26","Hampton Inn Phoenix-Biltmore","","33.505864","-112.032213","AZ","4"
"-NbEHP2GHFNb5PnmJnd4qQ","3111 W Chandler Boulevard
Chandler, AZ 85226","true","Chandler","3","The Buckle","","33.305681","-111.897553","AZ","4"
"-nC13Bk7eJJN1likqJRY1w","4414 E Camelback Rd
Ste 106A
Phoenix, AZ 85018","true","Phoenix","15","The Body Lab","","33.50956","-111.985668","AZ","4.5"
